1971	0.44		0.79		0.12		0.11		3.47		5.53		5.60		10.75		8.89		6.85		0.47		0.00	z	43.02
1972	1.33		3.03		0.00	z	1.96		5.31		16.08		0.00	z	0.00	z	11.63		1.63		4.91		1.20		47.08
1973	2.58		0.71		2.39		1.06		1.34		8.42		10.46		10.40		7.89		0.31		0.00	z	2.58		48.14
1974	0.35		0.00		0.00		2.27		0.00	z	0.00	z	9.43		6.30		5.74		0.11		0.36		4.15		28.71
1975	0.23		0.09		2.16		1.02		4.26		6.95		5.78		4.57		14.32		4.04		0.23		0.15		43.80
1976	0.34		0.00	z	0.00	z	1.90		5.31		10.29		5.45		5.85		5.23		4.44		0.83		2.05		41.69
1977	1.46		0.71		0.03		1.80		4.34		11.80		14.72		6.96		9.58		0.33		1.26		2.57		55.56
1978	2.17		3.92		3.93		1.79		3.39		12.10		6.88		6.48		10.31		5.71		2.91		2.96		62.55
1979	2.42		0.44		0.65		1.63		5.97		7.72		9.19		12.63		10.06		3.62		1.66		2.97		58.96
1980	1.25		1.06		2.10		2.76		4.55		0.60		8.24		8.24		5.47		0.32		2.91		1.04		38.54
1981	0.00	a	1.87		1.55		0.04		1.83		7.72		7.04		13.12		8.81		1.83		0.47		0.17		44.45
1982	0.31		1.21		1.74		4.58		5.48		17.71		0.00	z	11.61		6.21		4.74		1.42		0.65		55.66
1983	6.10		5.84		3.62		0.95		0.66		10.72		8.00		9.11	a	16.03		12.20		1.78		2.51	a	77.52
1984	0.45		0.80		3.53		0.85		4.25		5.75	b	13.99	a	8.61		6.61		4.17		1.35		0.18		50.54
1985	1.28		0.45		1.14		2.10		2.86	a	4.06	a	0.00	z	3.04		3.11		0.00	z	0.00	z	0.00	z	18.04
1986	0.00	z	0.00	z	1.66		1.23		0.49		16.44		4.61		11.60		4.19		5.56		1.27		7.62		54.67
1987	1.01		1.74		6.29		0.04		0.00	z	5.38		4.77		9.71		7.15		1.76		5.13		0.10		43.08
1988	1.16		1.44		0.95		1.65		2.60		5.63		3.05		6.12		5.73		1.66		1.57		0.98		32.54
1989	0.72		0.21		1.68		3.88		0.23		7.73		8.93		5.82		7.72		4.97		0.38		1.12		43.39
1990	0.10		0.40		0.86		0.81		4.03		8.84		8.42		12.40		5.50		4.18	a	0.75		0.09		46.38
1991	3.76		2.31	a	0.56		2.43		4.76		15.01		13.84	d	5.42		5.75	a	2.15	a	0.82		0.13		56.94
1992	0.34		3.93	a	2.34		3.29		0.48		17.16	a	4.50		15.22		6.04	c	1.59		1.36		0.08		56.33
1993	5.56	a	1.84		1.56		3.46		5.29		3.33	a	5.80	a	11.17	c	12.45	a	4.75	a	0.93		0.44	b	56.58
1994	4.18	e	1.19		1.58		6.27	a	3.33	b	9.81		5.04	b	5.54		9.80	k	4.67	g	0.00	z	4.25		41.19
1995	2.89	c	0.30	f	1.14		3.61	a	10.18	e	20.44	d	5.78	j	14.64	a	8.65	f	9.11	c	0.20	f	0.35	k	62.01
1996	1.85	g	0.17	a	1.60	j	1.67		7.14	b	14.45	e	3.73	c	4.65		5.84	h	1.71	a	0.07		0.90	b	34.49
1997	2.04	b	1.20	a	5.54		0.86	b	2.30	a	7.78	b	5.08	c	7.38		3.69	b	1.53	a	4.97	b	7.77	b	50.14
1998	1.29		4.00	b	6.24	b	0.00		1.81		8.75		8.24	c	10.67	e	6.59	c	2.51	a	10.45	a	1.56	d	62.11
1999	2.79	c	0.02		0.55		1.09		2.14		11.46	d	6.39	i	4.94	j	18.56	j	7.62	b	3.57	d	0.52		29.76
2000	0.86		0.63		0.42		2.75		1.61		6.88		0.00	z	8.31		9.27	f	4.80	e	0.10		0.06		26.42
2001	0.32	a	0.00		1.87		1.21		2.54	c	7.88	c	12.01	c	9.77		12.30	a	8.83	a	0.35	j	2.20	a	58.93
2002	1.38		0.53	b	1.02		0.34		2.13		15.82	c	8.56	a	5.58	a	11.87	a	2.62	a	2.63		0.94	a	53.42
2003	0.79	b	1.14	c	2.86	a	4.76		6.30	c	12.40		8.66	c	10.29	a	12.94	b	1.42		1.97	a	0.91	g	63.53
2004	4.27	d	2.81	b	0.72		3.11		0.76		0.00	z	0.00	z	16.10	m	0.00	z	0.00	z	0.00	z	0.00	z	11.67
2005	0.58	g	0.56	d	2.65	g	2.44	a	0.00	z	0.00	z	0.00	z	0.00	z	0.00	z	7.64	c	2.32		1.02		13.98
2006	0.29		5.04		0.02		0.00		7.19		7.59		10.07	j	12.57	f	12.35		0.69		1.13		2.01	a	36.31
2007	0.40		2.71		1.29		3.73		4.79	a	5.49		6.50	d	8.71	d	10.56		3.20		0.18		0.30		47.86
2008	0.48		6.07		1.24		5.58		1.26		13.24		8.91		15.54		13.21		4.56		0.38		1.09	a	71.56
2009	0.15		0.43		0.31		1.10		7.70		8.69		7.34		9.21		10.85		1.21		2.07		3.28	a	52.34
2010	1.13	a	3.34		6.52		1.73		0.81		7.94		5.14		11.83		4.18		0.25		1.26		1.65		45.78
2011	1.48		0.18		0.78		0.78		4.47		5.95		4.07		8.98		12.33		8.02		0.26		0.30		47.60
2012	0.21		1.93		1.55		7.57		0.00	z	0.00	z	0.00	z	0.00	z	0.00	z	0.00	z	0.00	z	0.00	z	11.26
Period of Record Statistics
MEAN	1.56		1.59		1.97		2.13		4.31		9.59		8.03		8.10		9.15		4.15		1.52		1.38		52.94
S.D.	1.54		1.60		1.96		1.92		2.86		4.84		3.21		2.98		4.20		2.66		1.71		1.58		9.91
SKEW	1.60		1.59		1.35		1.21		1.00		0.86		0.72		0.52		0.56		0.62		2.77		1.96		0.42
MAX	6.81		7.83		7.62		7.87		12.88		24.73		17.45		15.54		18.90		12.20		10.45		7.77		78.19
MIN	0.00		0.00		0.00		0.00		0.00		0.60		2.75		2.97		2.70		0.11		0.00		0.00		32.54
NO YRS	82		84		82		86		83		83		75		80		76		81		78		80		60

